평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),합계 대형증발량(mm),피해면적_등급
20.3,0.0,1.6,51.3,11.6,1010.1,22.03,0.0,5.5,4.5,1
19.2,0.0,2.1,53.9,11.4,1012.5,21.51,0.0,0.0,4.9,1
20.4,0.0,1.7,55.4,11.9,1008.2,28.55,0.0,0.9,5.7,1
16.3,0.0,4.2,84.3,15.4,1005.4,18.73,0.0,1.6,2.7,1
19.3,0.0,2.6,57.9,12.4,997.3,21.96,0.0,0.0,4.9,1
20.6,0.0,2.7,54.8,13.2,1000.4,26.44,0.0,0.8,5.0,1
15.1,0.0,3.6,56.9,9.3,998.4,21.34,0.0,0.3,4.5,1
15.2,0.0,3.4,71.0,11.5,1004.6,19.62,0.0,2.3,3.8,1
15.8,0.0,2.4,52.3,8.6,1000.3,27.48,0.0,0.0,5.7,2
14.0,0.0,1.8,40.8,6.2,1005.0,26.93,0.0,2.3,5.1,1
14.0,0.0,4.5,43.0,6.5,1007.9,22.18,0.0,2.8,5.7,1
15.6,0.4,2.0,46.8,7.8,1007.8,26.27,0.0,5.8,5.7,1
14.1,0.0,3.5,51.1,8.2,1010.3,20.23,0.0,4.4,4.1,1
14.1,0.0,3.5,51.1,8.2,1010.3,20.23,0.0,4.4,4.1,2
12.7,0.0,3.0,61.1,8.2,1016.0,20.37,0.0,2.4,4.1,1
15.0,0.0,1.5,49.0,7.6,1009.4,28.74,0.0,0.0,5.3,1
20.4,0.0,1.1,38.4,8.0,1007.1,20.78,0.0,6.1,4.5,1
20.3,0.0,1.4,56.0,11.6,1005.8,24.94,0.0,5.6,5.3,1
10.7,0.0,4.9,32.6,4.0,1006.9,20.69,0.0,2.0,4.4,1
11.8,0.0,3.7,32.9,4.1,1012.9,19.04,0.0,1.1,4.6,1
15.3,0.0,3.2,36.8,6.5,995.9,18.42,0.0,5.3,5.7,1
16.2,0.0,1.4,65.4,11.4,1005.6,22.98,0.0,4.0,4.1,1
12.0,37.5,2.4,66.0,9.2,1006.2,3.29,0.0,9.9,1.0,1
16.1,0.0,3.8,37.4,6.8,1015.5,23.14,0.0,3.3,5.2,1
14.8,0.0,1.1,40.6,6.4,1015.4,21.73,0.0,4.3,4.0,1
12.4,0.0,2.4,51.9,7.3,1015.1,17.24,0.0,4.5,3.3,1
14.2,0.0,1.5,36.8,5.5,1015.5,21.78,0.0,4.1,4.4,1
11.8,0.0,1.2,46.6,5.6,1015.4,24.49,0.0,0.0,4.3,1
8.6,0.0,2.6,61.1,6.7,1010.2,18.61,0.0,0.8,2.9,1
10.6,0.0,1.9,50.0,6.1,1010.9,17.17,0.0,4.9,3.2,1
9.7,0.0,1.5,45.5,5.1,1015.0,18.99,0.0,3.5,3.0,1
6.8,0.0,2.3,75.1,7.2,1014.5,13.09,0.0,5.1,1.7,2
9.3,0.0,1.1,54.1,6.3,1012.2,12.52,0.0,8.0,1.8,1
9.5,0.0,1.3,38.1,4.3,1012.2,18.19,0.0,4.4,3.3,1
9.5,0.0,2.3,57.8,6.4,1016.9,16.02,0.0,0.1,3.2,1
11.4,0.0,1.3,37.5,4.8,1016.3,20.61,0.0,2.3,3.8,1
7.9,0.0,2.5,61.4,6.3,1016.0,15.4,0.0,3.9,2.6,1
5.3,0.0,1.3,64.5,5.2,1020.8,15.49,0.0,1.6,2.5,1
7.6,0.0,1.2,42.6,3.8,1015.3,22.3,0.0,1.1,3.9,1
8.2,0.0,1.2,33.9,3.3,1016.3,18.66,0.0,0.5,3.6,1
6.6,0.0,1.3,38.3,3.5,1014.6,16.84,0.0,2.5,2.8,1
6.3,0.0,1.4,48.8,4.3,1013.6,20.24,0.0,2.0,2.9,1
8.7,0.0,1.7,46.4,4.6,1014.5,17.08,0.0,3.5,3.2,1
6.0,0.0,1.2,48.5,4.3,1014.5,21.27,0.0,0.6,3.2,1
6.6,0.0,2.1,51.6,4.6,1016.0,20.12,0.0,1.0,3.6,1
5.7,0.0,4.0,57.3,5.2,1010.2,15.68,0.0,3.8,2.7,1
5.7,0.0,4.0,57.3,5.2,1010.2,15.68,0.0,3.8,2.7,1
8.2,0.0,2.0,58.4,6.3,1010.2,8.84,0.0,9.0,1.8,1
8.9,0.0,1.3,42.5,4.4,1012.6,16.28,0.0,5.1,2.9,2
4.8,0.0,2.2,37.4,3.0,1008.7,17.26,0.0,0.1,3.2,1
5.0,0.0,2.4,48.8,4.1,1010.7,16.34,0.0,0.3,2.7,1
5.0,0.0,2.4,48.8,4.1,1010.7,16.34,0.0,0.3,2.7,1
4.7,0.0,5.0,32.9,2.9,1007.4,19.16,0.0,2.8,4.3,1
8.3,0.0,0.9,45.3,4.4,1008.2,13.09,0.0,4.6,2.9,1
6.1,0.0,1.1,49.5,4.3,1010.6,19.45,0.0,2.3,3.2,1
5.9,0.0,1.2,50.9,4.5,1009.0,8.22,0.0,9.8,1.6,1
3.7,0.0,2.2,42.0,3.3,1018.5,14.77,0.0,0.0,2.2,1
3.7,0.0,2.2,42.0,3.3,1018.5,14.77,0.0,0.0,2.2,1
2.6,0.0,2.3,63.6,4.5,1011.1,15.11,0.0,1.8,2.1,1
2.8,0.0,4.1,32.5,2.4,1013.3,18.43,0.0,1.0,2.8,1
4.0,0.0,3.2,22.6,1.8,1013.4,17.52,0.0,2.3,3.8,1
8.2,6.1,1.6,80.1,9.2,1012.6,11.31,0.0,6.0,1.5,1
7.3,1.9,1.3,67.1,7.2,1012.0,15.09,0.0,4.9,2.1,1
1.8,0.0,0.8,48.3,3.1,1022.7,12.98,0.0,1.4,1.5,1
-0.8,0.0,2.7,55.5,3.2,1019.9,13.06,0.0,0.0,1.6,1
-1.5,0.0,4.6,36.1,1.9,1006.3,16.07,0.0,0.0,2.5,1
-1.0,0.0,5.3,38.6,2.2,1006.4,13.4,0.0,3.9,2.5,1
0.0,0.0,2.1,57.8,3.5,1014.0,14.07,0.0,1.4,1.7,1
5.5,0.0,3.6,32.9,3.0,1015.7,14.33,0.0,1.8,3.4,1
1.3,0.0,4.2,24.9,1.6,1021.3,14.7,0.0,0.0,3.5,1
6.5,0.0,2.6,58.0,5.6,1018.6,10.63,0.0,1.9,1.9,1
3.0,0.0,1.1,85.5,6.5,1018.8,0.0,0.0,0.0,0.0,0
4.0,0.0,2.2,49.8,3.9,1011.3,0.0,0.0,0.0,0.0,0
1.7,0.0,0.7,75.6,5.0,1002.7,0.0,0.0,0.0,0.0,0
2.7,0.0,1.3,60.1,4.4,1013.7,0.0,0.0,0.0,0.0,0
7.7,0.0,1.8,63.8,6.6,1020.6,0.0,0.0,0.0,0.0,0
11.3,13.5,2.4,83.8,11.2,1015.7,2.18,0.0,8.9,0.6,0
6.9,0.1,2.1,75.6,7.5,1009.8,8.91,0.0,0.0,1.5,0
4.2,0.0,4.7,75.0,6.3,1015.6,0.0,0.0,0.0,0.0,0
-4.8,0.0,1.6,43.1,1.9,998.0,5.97,0.0,0.0,0.8,0
-1.0,0.0,0.9,49.4,2.6,1024.3,9.51,0.0,3.8,1.3,0
0.4,0.0,1.1,51.3,3.0,1012.0,0.0,0.0,0.0,0.0,0
-1.4,24.0,2.5,71.3,3.8,1015.2,1.84,0.0,0.0,0.6,0
-3.4,4.2,2.9,71.5,3.5,1017.3,6.25,4.2,4.8,1.0,0
-2.7,0.0,4.5,41.9,2.1,1017.6,0.0,0.0,0.0,0.0,0
-2.3,0.0,2.7,37.4,1.9,1027.9,9.7,0.0,0.0,1.6,0
-2.3,0.0,2.8,43.3,2.1,1015.5,0.0,0.0,0.0,0.0,0
1.5,0.0,0.6,52.6,3.3,1024.3,14.16,0.0,0.0,1.8,0
6.3,5.1,0.7,85.3,8.2,1010.8,0.0,0.0,0.0,0.0,0
-4.8,0.1,3.3,61.4,2.7,1014.4,11.49,0.1,2.9,1.1,0
-3.9,0.0,1.0,67.9,3.0,1027.0,0.0,0.0,0.0,0.0,0
3.9,0.6,2.8,84.0,6.8,1011.8,0.0,0.0,0.0,0.0,0
0.8,0.3,2.7,80.6,5.2,1013.7,5.01,0.0,0.0,1.0,0
-1.4,0.0,1.1,57.6,3.1,1016.3,0.0,0.0,0.0,0.0,0
3.7,3.5,3.5,59.3,5.0,986.8,0.0,0.0,0.0,0.0,0
5.3,1.0,4.2,55.9,5.1,1007.1,0.0,0.0,0.0,0.0,0
-3.9,0.0,4.7,72.0,3.4,922.1,12.69,0.0,0.0,1.1,0
2.6,0.0,1.3,70.6,4.9,1021.9,16.7,0.0,0.0,1.9,0
3.6,0.0,4.9,61.4,4.9,1009.4,0.0,0.0,0.0,0.0,0
11.3,0.0,1.2,49.5,6.8,1015.6,0.0,0.0,0.0,0.0,0
10.4,6.5,1.0,78.9,9.8,1012.5,0.0,0.0,0.0,0.0,0
16.0,20.5,2.6,94.9,17.2,1010.3,3.12,0.0,0.0,0.7,0
14.8,0.5,2.8,59.6,9.5,1003.8,16.96,0.0,8.0,4.2,0
12.3,18.9,0.7,81.9,11.6,973.9,0.0,0.0,0.0,0.0,0
10.3,10.0,2.1,80.1,10.0,968.2,0.0,0.0,0.0,0.0,0
11.2,0.0,4.8,89.5,11.7,1002.3,24.3,0.0,6.5,2.8,0
15.6,0.0,2.4,50.4,8.7,1004.8,0.0,0.0,0.0,0.0,0
16.5,0.0,1.4,71.6,13.0,1006.5,0.0,0.0,0.0,0.0,0
20.4,0.0,1.1,71.0,16.6,1006.6,19.39,0.0,0.0,3.2,0
17.7,6.5,1.2,96.9,19.5,1000.5,3.64,0.0,0.0,1.0,0
16.5,10.5,2.0,74.9,13.7,993.8,9.76,0.0,8.0,2.6,0
17.7,0.0,3.3,37.5,7.1,998.0,0.0,0.0,0.0,0.0,0
17.7,0.0,3.7,42.9,8.8,1003.4,20.66,0.0,6.8,4.9,0
12.4,0.0,1.1,72.4,10.2,928.3,0.0,0.0,0.0,0.0,0
15.2,0.0,0.9,66.0,10.6,983.0,0.0,0.0,0.0,0.0,0
20.4,2.4,1.4,78.4,18.5,1000.9,17.85,0.0,5.3,3.3,0
18.3,0.9,3.1,89.8,18.8,999.2,3.77,0.0,9.4,1.0,0
20.1,0.0,3.2,75.0,17.2,1010.0,19.91,0.0,0.0,3.8,0
21.2,0.0,1.4,54.1,12.3,997.6,26.48,0.0,0.0,5.9,0
20.3,0.0,1.9,69.8,16.4,1011.1,16.49,0.0,6.1,2.9,0
21.9,1.9,2.3,89.8,23.4,1000.0,7.77,0.0,9.3,1.6,0
22.4,0.0,1.0,71.1,18.7,987.0,15.86,0.0,0.0,2.9,0
24.4,0.1,1.2,86.3,25.7,1005.7,22.0,0.0,0.0,3.7,0
22.4,0.0,1.1,89.4,24.1,1005.9,0.0,0.0,0.0,0.0,0
27.1,0.0,1.6,61.3,20.8,991.4,23.35,0.0,5.4,4.9,0
20.3,0.0,5.1,76.6,18.0,921.2,13.16,0.0,0.0,2.7,0
22.9,1.0,3.4,97.0,27.0,988.7,0.0,0.0,10.0,0.0,0
26.4,0.4,4.5,86.0,29.5,1006.7,0.0,0.0,0.0,0.0,0
25.4,23.0,3.3,92.8,29.8,999.3,15.26,0.0,8.6,2.8,0
26.3,0.0,1.6,67.4,22.5,992.4,0.0,0.0,0.0,0.0,0
25.7,0.0,1.3,71.1,23.0,991.1,0.0,0.0,0.0,0.0,0
26.8,1.5,1.2,81.6,28.5,1003.2,9.18,0.0,8.8,1.6,0
26.9,1.7,2.0,90.0,31.7,998.4,0.0,0.0,9.4,0.0,0
27.1,3.5,1.3,87.1,30.9,1002.6,0.0,0.0,0.0,0.0,0
26.5,0.0,2.5,99.0,34.1,999.8,0.0,0.0,0.0,0.0,0
26.1,1.3,1.7,89.0,29.8,1003.4,16.1,0.0,8.6,2.9,0
26.9,0.0,1.2,77.5,26.2,993.8,0.0,0.0,0.0,0.0,0
28.0,0.0,1.4,69.9,25.4,1001.2,22.48,0.0,3.9,4.8,0
31.2,0.0,3.1,47.1,21.3,1003.0,26.88,0.0,0.0,7.1,0
28.7,2.0,2.5,59.1,23.1,1004.9,12.03,0.0,0.0,3.6,0
22.9,0.0,6.6,99.0,27.6,1002.9,7.35,0.0,10.0,1.1,0
28.3,0.0,2.1,94.8,36.2,1007.8,0.0,0.0,0.0,0.0,0
24.7,0.2,2.3,83.9,25.8,982.0,14.21,0.0,0.0,2.9,0
27.7,0.0,2.4,81.8,30.2,999.5,18.44,0.0,3.4,3.4,0
28.7,0.0,0.8,77.1,29.7,981.6,0.0,0.0,0.0,0.0,0
26.3,0.8,1.0,86.5,29.4,989.6,5.35,0.0,8.8,1.3,0
29.6,0.2,1.5,77.6,31.7,1001.6,0.0,0.0,0.0,0.0,0
25.3,59.7,2.3,86.1,27.6,976.8,12.11,0.0,0.0,2.7,0
27.6,0.0,3.4,69.8,25.6,999.9,26.12,0.0,2.1,5.3,0
27.2,0.0,2.6,86.0,30.9,1005.8,0.0,0.0,0.0,0.0,0
22.2,7.5,1.1,94.1,25.1,1000.8,5.08,0.0,9.6,1.1,0
24.6,0.0,4.1,98.9,30.6,997.9,13.51,0.0,6.3,1.8,0
23.9,0.0,0.5,94.9,28.1,1005.3,0.0,0.0,0.0,0.0,0
23.6,3.0,1.6,92.3,26.7,1006.4,0.0,0.0,0.0,0.0,0
25.7,0.0,2.1,84.4,27.6,980.7,16.24,0.0,0.0,3.4,0
26.8,0.0,1.5,71.3,24.4,986.1,0.0,0.0,0.0,0.0,0
28.8,0.0,1.2,73.9,28.3,990.8,27.9,0.0,0.0,5.3,0
28.7,0.0,1.8,81.9,31.9,994.4,0.0,0.0,3.1,0.0,0
27.3,0.0,1.2,74.9,25.9,955.6,0.0,0.0,0.0,0.0,0
28.7,0.0,2.3,79.5,30.8,989.1,0.0,0.0,2.3,0.0,0
25.9,0.0,0.8,84.6,27.5,980.6,0.0,0.0,0.0,0.0,0
25.5,14.6,1.6,88.5,28.7,981.7,0.0,0.0,0.0,0.0,0
24.0,30.6,1.6,99.9,29.7,992.8,4.98,0.0,0.0,1.0,0
25.9,33.8,2.1,77.6,25.7,998.1,12.39,0.0,6.9,3.0,0
27.2,0.0,1.8,62.6,22.1,1003.6,14.88,0.0,4.9,3.7,0
24.9,1.2,4.6,78.4,24.6,1002.6,5.12,0.0,8.9,1.9,0
21.5,32.9,1.0,99.0,25.4,1000.0,2.35,0.0,9.8,0.6,0
23.3,7.0,3.6,93.8,26.8,950.2,0.0,0.0,0.0,0.0,0
25.6,1.0,1.7,82.1,26.5,990.9,21.87,0.0,0.0,4.0,0
25.0,0.4,1.8,92.6,29.2,1002.4,14.72,0.0,0.0,2.6,0
27.0,0.2,1.2,82.1,28.9,1005.8,0.0,0.0,0.0,0.0,0
24.0,3.4,0.9,90.3,26.5,992.4,0.0,0.0,0.0,0.0,0
26.6,2.7,2.0,81.0,27.9,1004.4,9.5,0.0,0.0,2.3,0
24.7,36.1,1.2,97.1,30.1,1000.4,6.86,0.0,9.6,1.3,0
26.4,35.2,2.4,95.4,32.7,1009.6,0.0,0.0,0.0,0.0,0
28.8,6.0,1.7,85.5,33.6,1007.5,18.87,0.0,0.0,3.8,0
28.8,0.5,2.6,88.6,34.7,999.2,19.82,0.0,0.0,3.7,0
26.6,2.5,1.7,81.3,28.0,1004.4,19.7,0.0,0.0,3.9,0
19.3,0.0,1.4,75.4,15.7,967.8,0.0,0.0,0.0,0.0,0
20.1,0.0,0.9,76.0,17.7,1002.3,0.0,0.0,0.0,0.0,0
26.2,0.0,2.3,70.6,23.4,1011.1,15.73,0.0,0.0,3.6,0
23.6,0.4,4.4,62.6,18.3,1012.1,0.0,0.0,0.0,0.0,0
21.7,0.0,0.8,63.5,16.0,1005.4,0.0,0.0,0.0,0.0,0
13.7,0.0,2.1,87.5,13.6,926.0,15.32,0.0,0.0,2.4,0
21.1,0.0,1.2,72.5,17.2,1007.1,0.0,0.0,0.0,0.0,0
23.4,0.0,1.2,64.7,18.1,1013.5,0.0,0.0,0.0,0.0,0
21.8,0.0,0.9,69.5,17.7,1012.0,11.13,0.0,0.0,2.3,0
21.7,0.0,2.6,85.0,21.9,994.5,0.0,0.0,9.4,0.0,0
21.1,0.8,0.8,86.6,21.5,996.9,0.0,0.0,0.0,0.0,0
21.2,2.3,1.0,89.5,22.4,1002.6,10.42,0.0,6.3,1.9,0
21.9,0.0,1.4,68.5,17.3,991.6,0.0,0.0,0.0,0.0,0
23.1,0.0,1.0,91.9,26.0,1008.7,0.0,0.0,0.0,0.0,0
22.4,0.0,1.4,73.1,19.2,1003.2,0.0,0.0,0.0,0.0,0
20.0,71.9,3.1,99.0,23.1,1000.6,3.81,0.0,0.0,0.8,0
20.2,0.0,0.9,80.4,18.6,985.6,0.0,0.0,0.0,0.0,0
17.8,0.0,0.8,73.8,14.0,994.4,20.71,0.0,0.0,3.6,0
22.9,0.0,3.3,62.9,17.3,1010.4,21.55,0.0,3.5,5.1,0
21.6,0.0,2.9,64.0,16.3,1007.1,10.24,0.0,9.1,2.7,0
23.5,0.0,1.8,83.3,23.9,1000.6,0.0,0.0,0.0,0.0,0
21.6,0.0,2.0,69.4,17.6,1002.1,0.0,0.0,0.0,0.0,0
21.5,18.4,2.0,73.6,18.3,998.0,16.4,0.0,4.4,3.3,0
19.9,0.0,1.9,68.3,15.7,1011.9,0.0,0.0,0.0,0.0,0
16.6,0.0,0.5,83.0,15.2,996.8,19.07,0.0,0.0,3.0,0
20.2,0.0,1.5,79.1,18.1,1011.3,0.0,0.0,0.0,0.0,0
20.6,0.0,0.9,81.8,19.7,1014.9,0.0,0.0,0.0,0.0,0
22.2,0.0,0.9,85.9,22.6,1007.5,0.0,0.0,0.0,0.0,0
24.9,0.0,3.0,67.9,21.1,1011.0,14.01,0.0,8.3,3.8,0
19.4,8.1,1.5,94.5,21.2,985.9,0.0,0.0,0.0,0.0,0
17.8,0.0,5.1,81.8,16.5,956.9,0.0,0.0,0.0,0.0,0
10.2,0.0,4.7,51.6,6.3,927.4,18.92,0.0,0.0,4.3,0
14.8,65.3,1.3,97.9,16.9,996.7,0.0,0.0,0.0,0.0,0
19.6,2.2,2.3,100.0,22.7,1004.2,4.79,0.0,0.0,0.9,0
21.0,0.0,1.2,68.6,16.5,1015.2,0.0,0.0,0.0,0.0,0
18.4,0.0,2.6,72.6,15.3,1020.5,0.0,0.0,0.0,0.0,0
17.8,4.2,3.5,74.5,15.0,1019.9,0.0,0.0,0.0,0.0,0
17.0,12.4,2.2,94.3,18.2,1015.3,0.0,0.0,0.0,0.0,0
19.2,0.0,0.9,92.8,20.5,1016.7,12.37,0.0,0.0,1.8,0
21.3,0.0,1.1,85.3,21.2,1015.2,16.09,0.0,1.9,2.7,0
20.6,0.0,0.7,87.3,20.7,1015.3,0.0,0.0,0.0,0.0,0
21.1,0.0,1.1,80.4,19.5,1002.4,14.98,0.0,4.6,2.6,0
15.3,22.5,1.4,80.4,13.9,1006.4,6.86,0.0,9.1,1.3,0
12.7,21.8,0.4,94.6,13.8,992.1,0.0,0.0,0.0,0.0,0
14.2,0.0,2.5,61.8,9.3,1012.9,18.95,0.0,3.6,3.7,0
15.6,0.0,2.6,62.8,11.0,1013.9,0.0,0.0,5.8,0.0,0
14.0,0.0,1.5,73.9,11.7,1023.7,0.0,0.0,0.0,0.0,0
16.0,0.0,1.3,71.1,12.8,1018.1,11.15,0.0,7.3,2.0,0
14.5,0.0,0.8,68.3,10.6,1019.1,0.0,0.0,0.0,0.0,0
17.9,0.0,2.9,68.3,14.0,1017.6,0.0,0.0,0.0,0.0,0
14.0,2.5,1.3,92.8,14.8,1014.6,0.0,0.0,0.0,0.0,0
8.2,0.0,1.2,88.8,9.5,930.6,16.15,0.0,0.0,2.2,0
17.8,0.0,1.3,60.8,12.0,1008.9,0.0,0.0,0.0,0.0,0
15.3,0.0,1.4,58.1,9.8,1008.5,15.8,0.0,3.3,2.5,0
9.0,0.4,0.6,91.3,10.3,996.8,0.0,0.0,0.0,0.0,0
10.8,0.0,0.8,82.0,10.1,1007.9,12.9,0.0,3.8,1.9,0
12.7,0.0,0.2,62.4,8.7,1003.7,10.83,0.0,0.0,1.5,0
13.1,0.0,0.7,69.8,9.8,1016.1,11.75,0.0,0.0,2.0,0
16.5,0.0,2.2,79.0,14.7,1015.4,0.0,0.0,0.0,0.0,0
12.0,0.0,1.9,64.1,9.1,1001.5,0.0,0.0,0.0,0.0,0
12.9,0.0,2.9,72.9,10.9,1020.4,9.71,0.0,0.0,2.5,0
8.7,0.0,1.8,49.5,5.5,1016.0,0.0,0.0,0.0,0.0,0
9.4,0.0,0.7,59.0,6.5,1022.0,13.28,0.0,0.0,2.1,0
10.0,0.0,1.2,60.1,6.9,1017.8,13.37,0.0,1.3,2.3,0
6.4,0.0,0.8,63.6,5.4,1003.6,0.0,0.0,0.0,0.0,0
8.9,0.0,0.9,63.6,7.1,1015.7,0.0,0.0,0.0,0.0,0
12.4,0.0,2.4,63.5,9.1,1010.0,8.21,0.0,6.3,2.2,0
-1.8,0.5,2.0,65.4,3.4,1012.2,10.54,0.5,3.6,1.5,0
7.4,2.1,3.8,85.8,9.0,1003.7,0.0,0.0,9.1,0.0,0
1.5,0.0,0.8,63.3,4.3,1003.0,0.0,0.0,0.0,0.0,0
3.2,0.0,1.2,60.3,4.6,1016.3,3.73,0.0,0.0,0.8,0
-1.3,0.0,1.3,68.6,3.8,1003.4,0.0,0.0,0.0,0.0,0
0.4,0.0,2.3,32.8,2.0,1020.5,0.0,0.0,0.0,0.0,0
-1.3,0.0,2.0,53.4,3.0,991.3,0.0,0.0,0.0,0.0,0
-0.9,0.0,3.6,26.8,1.5,1017.4,10.93,0.0,0.0,2.8,0
0.4,0.0,0.7,70.4,4.4,1021.2,0.0,0.0,0.0,0.0,0
-4.7,0.0,1.4,43.0,1.8,1016.5,4.73,0.0,6.5,0.8,0
-6.7,0.0,0.8,68.0,2.4,1017.8,0.0,0.0,0.0,0.0,0
-1.3,0.0,0.4,66.0,3.6,1016.3,0.0,0.0,0.0,0.0,0
-1.1,0.8,3.1,65.5,3.7,984.8,0.0,0.0,0.0,0.0,0
-4.0,0.0,1.7,52.8,2.4,1020.1,0.0,0.0,0.0,0.0,0
-9.6,0.0,0.7,73.1,2.1,1030.9,0.0,0.0,0.0,0.0,0
-3.1,0.0,0.5,79.0,3.8,1027.9,11.96,0.0,0.0,1.2,0
5.2,0.0,1.4,87.4,7.6,1021.9,0.0,0.0,0.0,0.0,0
1.0,6.0,0.7,89.5,5.9,931.4,0.0,0.0,0.0,0.0,0
5.3,0.0,0.9,78.4,6.8,1015.6,6.64,0.0,0.0,0.9,0
2.5,0.0,1.5,57.4,3.8,1017.4,0.0,0.0,0.0,0.0,0
4.2,0.0,2.2,41.4,3.4,1018.0,0.0,0.0,0.0,0.0,0
3.3,0.0,2.2,43.8,3.3,1017.2,0.0,0.0,0.0,0.0,0
1.6,1.4,1.5,68.9,4.7,1001.8,0.0,0.0,0.0,0.0,0
-2.9,0.0,4.1,61.1,3.1,1022.2,11.31,0.0,0.0,1.1,0
-4.3,1.1,8.9,90.0,4.0,1017.7,3.35,5.2,7.9,0.5,0
7.3,0.0,4.0,43.3,4.4,1007.8,0.0,0.0,0.0,0.0,0
5.6,0.0,1.0,63.0,5.3,1024.5,13.96,0.0,0.0,1.8,0
3.0,0.0,3.7,63.6,5.0,1012.3,0.0,0.0,0.0,0.0,0
4.0,0.0,1.2,44.4,3.4,1015.5,19.58,0.0,0.0,2.5,0
16.4,10.0,1.1,97.8,18.3,1004.4,0.0,0.0,0.0,0.0,0
4.0,6.8,2.3,66.0,5.3,1005.4,0.0,0.0,0.0,0.0,0
7.0,0.0,1.6,51.4,4.7,1011.6,0.0,0.0,0.0,0.0,0
6.1,5.5,1.6,69.5,6.4,1025.0,0.0,0.0,0.0,0.0,0
3.0,10.1,3.3,92.8,7.0,1017.2,0.0,0.0,0.0,0.0,0
2.3,3.0,3.5,82.3,5.9,1018.5,0.0,0.0,0.0,0.0,0
3.9,0.0,1.2,66.8,5.0,994.1,0.0,0.0,0.0,0.0,0
14.7,98.4,1.2,98.0,16.3,1008.2,0.0,0.0,0.0,0.0,0
2.4,2.5,2.3,69.9,5.0,1000.0,0.0,0.0,0.0,0.0,0
4.7,0.0,1.5,69.4,5.9,1023.4,22.65,0.0,0.8,2.5,0
6.9,5.5,0.4,85.5,8.6,1020.1,7.8,0.0,0.0,1.0,0
11.8,15.6,3.0,96.5,13.5,1003.5,3.61,0.0,10.0,0.9,0
6.2,4.0,2.3,66.8,6.2,1014.5,0.0,0.0,0.0,0.0,0
2.2,6.9,1.5,96.8,6.9,1008.0,0.0,0.0,0.0,0.0,0
12.1,13.7,1.4,96.6,13.9,1013.2,0.0,0.0,0.0,0.0,0
17.4,1.9,6.5,91.3,18.0,1005.2,12.46,0.0,0.0,1.7,0
9.6,15.5,3.5,70.3,8.4,1000.4,19.98,0.0,0.0,3.5,0
8.7,27.0,2.6,77.9,8.7,988.7,0.0,0.0,0.0,0.0,0
8.5,0.0,2.3,85.0,9.2,1010.7,22.2,0.0,1.9,2.7,0
12.1,47.0,1.8,87.8,12.3,966.1,0.0,0.0,0.0,0.0,0
12.4,2.6,2.8,66.8,9.5,1007.6,8.84,0.0,8.1,2.1,0
12.1,0.0,0.9,60.0,7.2,992.8,0.0,0.0,0.0,0.0,0
13.2,0.0,1.3,46.0,6.2,930.3,0.0,0.0,0.0,0.0,0
16.1,25.5,1.8,81.9,15.3,985.9,0.0,0.0,0.0,0.0,0
11.5,0.0,3.1,64.4,8.2,1009.3,0.0,0.0,0.0,0.0,0
11.1,0.0,2.1,56.1,6.2,972.8,0.0,0.0,0.0,0.0,0
16.9,0.0,4.0,59.3,11.3,1006.5,22.6,0.0,6.3,4.0,0
15.7,6.5,2.6,92.1,16.5,1004.0,3.36,0.0,0.0,0.7,0
15.8,23.7,1.0,94.6,16.9,1002.2,6.9,0.0,9.0,1.2,0
14.3,0.8,3.5,91.3,14.6,957.0,0.0,0.0,0.0,0.0,0
10.7,0.0,3.5,77.8,9.9,1018.9,0.0,0.0,0.0,0.0,0
12.9,0.0,1.3,93.1,13.8,1021.4,0.0,0.0,0.0,0.0,0
17.9,14.0,0.9,83.6,17.2,1002.4,5.11,0.0,0.0,1.0,0
17.8,2.3,1.5,85.5,17.2,1000.7,18.36,0.0,5.3,2.8,0
19.9,0.0,3.2,55.9,12.9,957.3,0.0,0.0,0.0,0.0,0
23.5,0.0,1.5,63.3,17.8,1000.5,0.0,0.0,5.8,0.0,0
20.8,28.0,3.7,94.5,23.1,996.8,2.22,0.0,10.0,0.5,0
21.6,64.8,1.5,98.6,25.3,1000.1,4.19,0.0,10.0,0.8,0
18.8,0.3,1.9,96.8,21.0,997.7,0.0,0.0,0.0,0.0,0
16.6,1.0,1.2,89.1,16.7,1009.7,11.94,0.0,0.0,2.1,0
16.5,0.0,1.7,51.9,8.9,1009.8,11.77,0.0,0.0,3.1,0
13.0,0.0,2.1,80.3,12.0,1015.1,0.0,0.0,0.0,0.0,0
16.6,13.0,2.7,81.8,15.3,1002.0,0.0,0.0,0.0,0.0,0
18.7,0.0,1.8,63.4,12.9,1003.6,30.14,0.0,1.0,5.8,0
19.1,1.2,1.8,65.6,14.3,1006.5,0.0,0.0,0.0,0.0,0
20.6,0.0,1.2,57.3,12.4,992.7,0.0,0.0,0.0,0.0,0
21.1,0.0,1.0,64.4,15.4,993.8,17.12,0.0,8.3,3.4,0
19.8,2.0,0.8,98.6,22.7,1005.7,0.0,0.0,0.0,0.0,0
20.6,0.9,1.8,79.5,19.0,1008.7,18.83,0.0,0.0,2.9,0
23.1,9.0,1.8,80.6,22.4,1009.0,11.58,0.0,0.0,2.7,0
