평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),합계 대형증발량(mm),피해면적_등급
-2.3,0.0,0.5,55.9,2.7,1008.9,11.02,0.0,5.8,1.2,0
-1.1,0.0,1.0,74.1,4.0,1018.7,9.66,0.0,4.4,1.1,0
1.9,0.0,1.2,74.6,5.1,1019.2,0.0,0.0,5.5,0.0,0
2.8,0.0,2.9,57.0,4.0,1016.6,9.77,0.0,2.3,2.1,0
5.1,0.0,2.2,61.3,5.4,1003.3,3.28,0.0,8.6,0.8,0
4.8,0.0,3.0,69.6,5.9,1000.7,6.01,0.0,7.0,1.0,0
-1.2,0.0,2.2,47.5,2.6,1013.3,0.0,0.0,1.9,0.0,0
-2.3,0.0,3.6,44.1,2.3,997.8,12.9,0.0,4.6,2.1,0
5.4,7.3,0.3,86.9,7.9,1012.3,0.0,0.0,8.3,0.0,0
3.3,0.1,3.6,86.6,6.7,926.8,13.84,0.0,3.0,1.5,0
6.7,0.0,0.9,81.0,7.8,1014.3,8.89,0.0,5.9,1.2,0
0.5,6.7,2.3,83.0,5.4,992.6,0.0,0.0,9.1,0.0,0
-2.2,0.0,3.2,59.4,3.1,1006.0,0.0,0.0,6.4,0.0,0
-4.8,0.0,1.3,62.4,2.6,1015.2,16.81,0.0,0.8,1.5,0
5.9,1.4,1.3,65.5,6.1,1025.3,0.0,0.0,3.4,0.0,0
7.0,29.0,2.8,96.4,9.6,1011.0,1.64,0.0,10.0,0.4,0
9.0,3.6,1.7,80.9,9.2,1015.9,8.55,0.0,8.9,1.3,0
5.9,0.0,1.1,65.8,5.8,1022.7,0.0,0.0,3.0,0.0,0
2.9,3.9,0.4,89.1,6.8,1009.5,0.0,0.0,7.0,0.0,0
7.0,0.0,2.0,85.4,8.4,1011.4,8.49,0.0,6.4,1.1,0
5.6,0.1,1.6,84.8,7.6,981.0,0.0,0.0,8.3,0.0,0
5.7,0.0,2.8,52.1,4.5,1003.8,18.92,0.0,3.8,2.8,0
6.9,0.0,0.6,67.6,6.6,1020.7,11.4,0.0,8.0,1.6,0
6.1,5.7,3.0,85.5,8.2,993.4,1.74,0.0,8.3,0.9,0
3.8,0.0,3.6,49.8,3.8,1016.5,21.28,0.0,0.4,2.8,0
6.2,0.0,2.7,61.6,5.7,1019.1,0.0,0.0,5.5,0.0,0
10.4,0.3,3.4,80.0,10.6,1013.3,8.12,0.0,7.5,2.0,0
9.3,0.7,2.4,82.0,9.6,1007.4,0.0,0.0,6.3,0.0,0
11.1,0.0,4.6,38.6,4.8,1012.9,25.3,0.0,5.9,6.4,0
21.3,0.0,3.0,55.6,13.7,982.5,17.48,0.0,8.6,3.5,0
19.4,0.0,1.4,68.8,15.2,988.9,12.2,0.0,7.3,2.4,0
14.1,1.5,1.3,87.1,14.1,1003.2,0.0,0.0,8.0,0.0,0
14.2,24.4,3.6,94.4,15.3,994.8,3.0,0.0,10.0,0.6,0
14.8,3.6,2.7,83.8,14.0,982.4,0.0,0.0,8.5,0.0,0
18.5,0.0,2.7,54.9,11.3,1006.9,0.0,0.0,4.3,0.0,0
18.4,0.0,1.6,30.0,6.0,934.3,0.0,0.0,7.6,0.0,0
16.0,16.0,4.2,76.8,13.3,986.9,4.52,0.0,9.8,0.9,0
18.4,0.0,0.8,83.8,17.3,996.2,0.0,0.0,7.4,0.0,0
21.1,0.0,0.9,65.0,15.8,987.5,25.36,0.0,3.1,4.2,0
18.1,25.7,2.2,76.5,15.6,977.7,0.0,0.0,8.8,0.0,0
12.9,1.7,2.6,73.1,10.8,994.8,7.61,0.0,5.4,1.7,0
17.3,0.0,3.4,70.8,13.6,1010.3,25.37,0.0,4.8,4.4,0
15.0,0.0,1.1,70.6,11.5,1003.8,25.83,0.0,4.8,3.8,0
18.5,0.0,2.6,94.5,20.1,1006.7,0.0,0.0,5.1,0.0,0
15.0,0.0,1.6,83.8,14.1,1007.7,0.0,0.0,4.8,0.0,0
19.6,0.0,2.1,69.0,15.1,1002.2,0.0,0.0,6.5,0.0,0
16.3,0.0,3.9,95.3,17.5,1003.9,12.64,0.0,9.8,1.6,0
19.4,0.0,2.4,77.0,17.2,1001.1,15.23,0.0,6.9,3.3,0
16.1,0.0,1.2,81.8,14.4,1006.2,0.0,0.0,2.9,0.0,0
21.4,0.0,3.0,81.1,20.4,1005.1,0.0,0.0,7.0,0.0,0
18.1,0.0,3.7,98.1,20.5,999.6,24.98,0.0,8.3,3.4,0
24.6,11.2,0.9,87.5,26.8,1001.7,18.63,0.0,8.4,3.2,0
22.2,0.0,2.6,75.1,19.5,1004.0,25.76,0.0,6.0,4.8,0
27.1,0.0,2.1,51.6,18.2,1000.3,27.68,0.0,4.4,6.4,0
19.2,7.2,1.4,84.6,18.7,997.4,6.81,0.0,10.0,1.3,0
19.4,0.0,1.4,76.6,16.6,969.5,0.0,0.0,7.8,0.0,0
22.6,24.4,1.1,87.1,23.8,1000.3,8.16,0.0,9.4,1.3,0
22.8,2.3,1.0,89.0,24.6,991.8,0.0,0.0,9.3,0.0,0
22.4,0.4,1.2,75.9,20.2,987.3,0.0,0.0,8.8,0.0,0
23.7,0.0,1.0,79.8,22.7,990.2,0.0,0.0,6.3,0.0,0
22.2,0.0,3.5,85.5,22.8,1000.4,23.62,0.0,5.8,3.5,0
20.9,42.7,4.4,94.1,23.2,993.8,5.37,0.0,9.5,1.1,0
23.5,3.7,2.3,70.4,20.1,991.1,0.0,0.0,7.6,0.0,0
21.0,0.0,1.4,75.8,18.5,978.2,0.0,0.0,6.1,0.0,0
22.8,0.0,0.9,71.9,19.1,983.6,0.0,0.0,6.6,0.0,0
20.0,2.4,0.9,82.0,18.8,1001.4,0.0,0.0,9.6,0.0,0
19.5,0.0,0.8,93.9,21.2,1005.6,0.0,0.0,9.0,0.0,0
22.6,0.0,1.4,78.9,21.2,1000.0,21.38,0.0,6.3,3.7,0
23.7,0.0,0.8,73.9,20.7,974.0,0.0,0.0,7.3,0.0,0
23.1,0.0,0.8,84.0,23.4,1002.6,0.0,0.0,4.5,0.0,0
22.7,0.0,1.8,85.4,23.4,1002.5,0.0,0.0,5.3,0.0,0
22.4,0.3,1.8,88.8,23.8,984.9,0.0,0.0,5.3,0.0,0
25.7,14.7,2.1,74.5,24.3,994.8,14.95,0.0,7.3,3.5,0
21.6,0.0,2.6,89.4,22.9,999.1,8.34,0.0,8.8,1.5,0
21.2,1.8,1.0,71.9,18.0,994.4,0.0,0.0,0.0,0.0,0
19.5,107.1,3.3,94.8,21.4,986.6,0.0,0.0,9.0,0.0,0
20.1,30.8,1.8,77.3,17.8,995.7,10.12,0.0,0.0,2.1,0
19.2,2.4,2.6,83.8,18.5,1000.1,12.87,0.0,9.3,2.5,0
22.6,0.0,1.7,74.1,19.9,1006.8,24.76,0.0,5.0,4.5,0
23.4,11.4,1.1,81.3,22.6,992.5,0.0,0.0,4.5,0.0,0
21.8,0.0,0.7,82.5,21.3,998.8,0.0,0.0,5.0,0.0,0
21.0,0.2,0.7,89.3,22.2,984.6,0.0,0.0,9.4,0.0,0
24.4,1.0,1.9,82.0,24.9,996.6,4.79,0.0,0.0,1.3,0
24.9,0.3,1.0,77.0,23.9,1004.6,21.96,0.0,8.1,3.9,0
22.3,2.4,1.0,87.9,23.5,1007.0,8.43,0.0,10.0,1.5,0
24.5,8.0,2.4,98.8,30.3,999.7,0.0,0.0,10.0,0.0,0
20.5,12.7,1.3,96.6,23.3,978.2,0.0,0.0,0.0,0.0,0
21.8,15.0,0.6,92.1,23.8,974.5,0.0,0.0,6.8,0.0,0
23.8,0.0,1.6,85.8,24.9,992.3,0.0,0.0,9.3,0.0,0
24.8,71.5,1.9,91.8,28.6,1004.9,3.9,0.0,9.9,1.3,0
24.2,63.3,1.0,96.1,28.8,995.3,7.8,0.0,9.8,1.4,0
25.9,8.4,1.8,94.5,31.4,1007.1,0.0,0.0,8.6,0.0,0
26.4,4.4,2.8,92.8,31.8,1008.2,9.5,0.0,8.3,1.7,0
25.4,0.0,1.4,0.0,0.0,1010.7,0.0,0.0,7.8,0.0,0
25.8,17.5,1.2,92.0,30.2,1003.3,13.07,0.0,9.5,2.2,0
26.9,2.0,1.7,83.5,29.2,995.5,14.29,0.0,7.4,2.8,0
27.7,2.3,2.0,80.1,29.5,995.6,0.0,0.0,8.0,0.0,0
24.1,7.7,1.0,87.3,25.8,975.5,0.0,0.0,8.6,0.0,0
21.5,127.9,1.0,97.9,25.0,1010.0,0.0,0.0,9.7,0.0,0
24.6,56.5,2.0,83.1,25.6,988.4,4.07,0.0,9.8,1.0,0
21.8,4.0,1.7,92.1,23.9,1001.1,0.0,0.0,9.6,0.0,0
25.3,179.3,2.7,95.0,30.5,997.4,2.02,0.0,9.5,1.1,0
26.1,65.5,5.9,87.6,29.5,1001.2,0.0,0.0,9.0,0.0,0
26.1,18.1,1.7,90.1,30.3,998.6,6.2,0.0,9.6,1.7,0
24.8,59.8,2.5,95.4,29.7,1007.6,0.0,0.0,8.0,0.0,0
27.3,0.0,1.0,74.4,26.7,1001.6,21.73,0.0,6.9,3.9,0
27.9,0.0,1.5,85.5,31.9,1010.0,6.79,0.0,4.3,1.7,0
27.7,0.0,3.4,84.5,31.3,1003.1,15.13,0.0,9.0,3.0,0
25.5,11.1,0.9,88.0,28.5,1002.4,0.0,0.0,9.6,0.0,0
26.9,0.0,3.4,87.1,30.7,1008.2,16.81,0.0,6.3,3.2,0
30.5,0.0,2.4,63.5,27.4,1008.8,24.29,0.0,5.4,5.4,0
27.2,0.0,1.3,79.4,28.0,992.6,0.0,0.0,2.1,0.0,0
29.3,0.0,1.1,75.8,30.2,1005.9,25.19,0.0,0.3,5.2,0
27.6,0.0,1.4,78.5,29.0,1006.4,0.0,0.0,1.8,0.0,0
27.9,0.0,1.1,85.0,31.4,1005.5,0.02,0.0,3.9,0.0,0
26.7,0.0,1.6,85.1,29.5,1006.5,8.97,0.0,8.6,2.1,0
24.7,0.0,0.7,82.5,25.2,983.0,0.0,0.0,7.6,0.0,0
26.5,0.0,1.6,84.3,28.8,1001.2,0.0,0.0,2.5,0.0,0
26.4,16.9,2.9,91.0,30.9,995.4,12.14,0.0,9.0,1.6,0
28.5,3.8,3.3,79.0,30.5,988.8,0.0,0.0,8.3,0.0,0
27.6,10.3,1.6,87.8,32.0,1005.8,0.0,0.0,6.3,0.0,0
26.3,1.2,1.4,99.9,34.1,1006.8,0.0,0.0,5.6,0.0,0
22.9,3.4,2.0,97.0,27.0,1007.9,0.0,0.0,6.5,0.0,0
24.6,0.0,2.1,77.5,23.7,997.9,14.34,0.0,7.5,3.0,0
24.1,0.2,0.5,89.8,26.9,999.2,0.0,0.0,6.9,0.0,0
21.2,89.2,1.3,98.5,24.8,925.2,0.0,0.0,9.8,0.0,0
21.5,40.8,2.8,86.8,22.0,973.1,0.0,0.0,5.1,0.0,0
22.7,0.0,1.2,76.6,20.2,1003.5,0.0,0.0,3.4,0.0,0
21.4,0.0,0.7,84.1,21.4,1004.8,0.0,0.0,9.8,0.0,0
20.8,12.7,1.7,86.5,21.1,999.2,5.74,0.0,10.0,1.3,0
19.2,40.0,3.1,94.4,21.0,983.3,0.0,0.0,8.6,0.0,0
24.1,0.0,2.9,89.3,26.5,1003.4,15.67,0.0,5.5,2.7,0
21.7,1.9,0.8,83.0,20.9,1000.2,0.0,0.0,6.1,0.0,0
23.6,0.0,1.7,83.4,23.9,1004.3,15.66,0.0,7.4,2.6,0
21.7,4.3,3.6,86.8,22.4,1014.4,4.66,0.0,9.9,1.4,0
22.3,13.9,1.0,85.5,22.9,1008.8,0.0,0.0,6.4,0.0,0
22.0,4.2,1.7,87.6,23.0,1009.9,9.97,0.0,8.1,1.8,0
19.7,0.0,0.8,93.3,21.2,996.5,14.09,0.0,7.3,2.3,0
20.8,0.0,0.9,84.8,20.4,984.7,0.0,0.0,7.1,0.0,0
22.8,8.0,1.7,91.8,25.4,1005.4,0.0,0.0,8.0,0.0,0
15.8,0.0,3.9,86.6,15.5,922.9,6.02,0.0,10.0,1.5,0
19.9,0.0,1.2,73.9,16.6,1003.2,0.0,0.0,5.4,0.0,0
20.0,0.0,2.2,76.8,17.6,1009.4,17.99,0.0,3.6,3.4,0
18.8,0.0,1.1,61.8,12.8,1011.2,0.0,0.0,0.0,0.0,0
18.1,0.0,0.8,74.1,14.8,1015.2,0.0,0.0,3.6,0.0,0
17.6,0.0,1.0,75.6,14.9,1014.4,12.48,0.0,6.1,2.3,0
19.7,0.0,2.0,68.0,15.5,1010.4,11.16,0.0,8.9,2.5,0
21.0,0.0,1.6,63.1,15.6,1008.8,13.33,0.0,8.4,2.8,0
18.8,0.0,1.1,79.9,17.0,1009.7,13.38,0.0,6.3,2.3,0
17.8,0.0,0.6,78.0,15.2,1008.0,0.0,0.0,1.1,0.0,0
18.4,0.0,0.6,77.5,16.2,1009.8,0.0,0.0,5.4,0.0,0
16.8,2.7,2.6,83.4,15.9,1010.4,0.0,0.0,8.6,0.0,0
20.3,0.0,1.0,67.0,15.7,1006.9,15.16,0.0,5.6,2.7,0
20.9,0.0,1.4,80.6,19.6,1011.4,0.0,0.0,5.3,0.0,0
19.8,1.4,1.2,81.9,18.4,1000.3,15.32,0.0,8.8,2.5,0
21.5,0.0,3.1,63.6,16.3,1002.4,12.98,0.0,9.1,3.8,0
13.8,0.0,2.1,56.3,8.7,1006.2,0.0,0.0,3.3,0.0,0
15.8,0.0,2.1,65.0,11.0,1016.2,0.0,0.0,2.1,0.0,0
17.4,0.0,0.7,76.5,14.7,1009.6,0.0,0.0,4.6,0.0,0
14.0,4.4,0.7,82.6,13.0,1014.6,4.17,0.0,9.1,0.8,0
12.5,0.0,1.1,76.6,11.0,1013.8,0.0,0.0,3.6,0.0,0
12.7,0.0,2.4,48.1,7.0,1008.1,0.0,0.0,0.8,0.0,0
14.8,0.0,2.1,46.6,7.6,1008.2,0.0,0.0,2.1,0.0,0
15.9,0.0,3.2,73.3,13.1,1011.0,13.36,0.0,2.4,2.4,0
11.1,0.0,0.6,78.8,9.7,992.3,0.0,0.0,4.5,0.0,0
12.6,3.7,1.2,88.9,12.9,1012.8,1.77,0.0,9.8,0.5,0
11.8,0.4,1.3,74.6,10.0,1016.4,12.6,0.0,4.5,2.4,0
6.1,0.0,1.1,52.8,4.6,1002.1,13.72,0.0,0.0,2.3,0
14.4,5.0,1.6,95.3,15.5,982.1,0.0,0.0,8.6,0.0,0
19.2,15.9,5.8,80.1,18.3,1003.7,3.46,0.0,7.8,1.8,0
12.6,0.0,11.2,77.9,11.4,1009.6,6.87,0.0,8.5,2.2,0
7.3,0.0,1.1,64.3,6.6,1014.3,4.26,0.0,8.0,0.9,0
9.6,1.0,0.7,80.3,9.6,1017.4,2.84,0.0,8.4,0.8,0
8.0,0.0,1.9,48.4,5.1,1024.5,12.97,0.0,0.4,2.0,0
7.0,0.0,2.6,43.8,4.3,1025.4,0.0,0.0,5.9,0.0,0
8.4,0.0,3.7,57.4,6.3,1021.4,12.4,0.0,3.4,2.4,0
5.0,0.0,1.3,71.5,6.2,996.5,0.0,0.0,4.5,0.0,0
7.9,0.0,3.1,50.8,5.4,1025.4,0.0,0.0,9.5,0.0,0
1.8,0.0,0.9,70.9,4.9,1008.9,0.0,0.0,4.8,0.0,0
2.9,0.0,5.9,55.0,4.2,1030.0,9.42,0.0,4.5,1.8,0
5.9,0.0,1.9,38.0,3.5,1022.1,9.1,0.0,2.8,2.0,0
3.9,0.0,1.7,68.0,5.4,1025.4,5.18,0.0,8.6,1.0,0
9.4,0.0,2.2,52.1,6.1,1009.7,10.42,0.0,5.4,2.1,0
1.4,0.0,1.9,55.0,3.7,1011.8,0.0,0.0,5.8,0.0,0
0.0,0.0,1.6,72.0,4.2,1025.0,9.44,0.0,1.8,1.3,0
3.7,0.0,2.5,60.8,4.9,1016.0,0.0,0.0,9.0,0.0,0
-5.2,0.0,1.2,56.9,2.2,1004.7,10.96,0.0,1.9,1.2,0
-14.0,0.0,6.7,47.6,1.0,1017.6,11.33,0.0,0.3,0.9,0
-11.6,0.0,3.4,43.4,1.1,1016.1,10.2,0.0,1.5,0.9,0
5.9,0.0,1.4,60.9,5.5,1010.8,10.71,0.0,0.0,1.8,0
3.6,13.7,0.3,86.3,6.9,1019.6,3.21,0.0,9.3,0.5,0
9.3,1.3,0.5,97.5,11.4,1012.4,0.0,0.0,9.1,0.0,0
10.5,0.5,2.8,86.9,11.0,1013.6,0.0,0.0,9.8,0.0,0
12.8,0.0,4.0,63.5,9.4,1021.4,0.0,0.0,7.3,0.0,0
7.4,6.9,1.8,84.1,8.7,990.6,2.09,0.0,8.8,0.9,0
5.1,0.0,2.4,41.8,3.5,1013.6,14.25,0.0,4.9,2.6,0
8.4,17.6,1.4,86.0,9.5,1011.4,0.0,0.0,9.0,0.0,0
-9.1,0.0,7.6,39.8,1.2,925.6,15.22,0.0,1.1,1.7,0
-2.1,4.3,6.0,76.6,4.0,1019.8,0.0,0.0,8.4,0.0,0
11.9,39.0,2.1,91.9,13.0,1003.6,1.15,0.0,9.9,0.6,0
4.4,12.1,2.2,68.4,5.7,1018.4,10.85,0.0,6.8,1.5,0
1.4,0.0,1.1,81.9,5.4,1004.2,0.0,0.0,6.8,0.0,0
7.4,4.0,2.8,74.5,7.7,1017.0,5.08,0.0,9.5,0.8,0
10.9,0.1,1.3,72.4,9.2,1014.4,17.59,0.0,6.9,2.5,0
6.2,0.0,4.0,82.3,7.8,1021.2,9.18,0.0,8.3,1.3,0
6.7,0.0,1.0,66.6,5.9,1007.6,19.56,0.0,1.5,2.9,0
8.8,0.5,1.7,69.9,7.8,1011.2,5.78,0.0,8.9,1.2,0
4.7,0.0,1.9,74.5,6.3,936.0,0.0,0.0,3.5,0.0,0
11.5,1.5,2.2,86.5,11.7,990.4,0.0,0.0,7.0,0.0,0
13.7,0.0,2.2,46.0,6.4,1005.6,18.22,0.0,4.8,4.4,0
11.4,1.4,2.3,62.1,8.3,1011.1,0.0,0.0,0.0,0.0,0
11.0,0.0,1.1,62.3,7.5,1005.3,25.77,0.0,0.3,4.2,0
7.8,0.0,1.8,57.8,5.5,998.5,0.0,0.0,2.0,0.0,0
11.6,0.0,2.0,46.8,6.2,1011.2,20.33,0.0,3.8,3.6,0
15.4,0.0,1.3,75.4,12.9,1012.2,19.21,0.0,8.8,3.3,0
12.7,10.9,3.0,69.4,10.1,1003.8,10.24,0.0,7.9,2.4,0
12.2,0.6,1.1,64.3,8.7,997.8,25.42,0.0,3.8,4.1,0
15.4,4.9,3.3,62.4,11.0,927.8,0.0,0.0,9.3,0.0,0
12.2,0.8,2.2,65.4,8.7,986.0,0.0,0.0,3.6,0.0,0
16.7,0.0,1.3,65.8,12.3,1011.2,10.35,0.0,9.6,2.2,0
19.3,34.0,1.5,95.9,21.4,1003.4,0.0,0.0,9.1,0.0,0
19.3,65.3,1.4,93.8,21.2,985.9,2.63,0.0,10.0,0.7,0
14.7,8.0,1.0,97.3,16.3,976.1,0.0,0.0,9.6,0.0,0
17.3,0.0,0.9,83.0,15.9,1001.5,0.0,0.0,6.0,0.0,0
20.3,0.0,2.0,54.3,12.2,1004.8,0.0,0.0,3.5,0.0,0
16.8,26.7,2.5,100.0,19.1,1000.8,0.0,0.0,9.6,0.0,0
14.3,7.6,0.7,94.1,15.3,977.4,0.0,0.0,7.5,0.0,0
18.4,0.0,1.4,80.0,16.4,992.4,28.2,0.0,1.0,4.7,0
22.1,0.0,0.9,66.3,17.1,1000.5,25.84,0.0,5.9,4.3,0
19.6,0.0,1.8,43.3,9.8,1001.0,0.0,0.0,5.8,0.0,0
12.1,5.0,1.6,78.4,10.6,976.5,0.0,0.0,4.5,0.0,0
17.1,0.0,1.6,64.3,11.7,993.8,15.37,0.0,9.5,3.0,0
16.7,13.8,1.8,71.6,12.9,995.5,21.16,0.0,2.6,4.3,0
15.6,0.5,1.4,73.6,12.6,978.4,0.0,0.0,6.8,0.0,0
17.5,0.3,0.9,69.1,12.7,981.6,0.0,0.0,5.3,0.0,0
22.4,0.0,1.5,55.3,14.4,1006.6,25.62,0.0,4.9,5.1,0
20.5,0.0,1.1,72.6,16.6,966.6,0.0,0.0,5.9,0.0,0
19.5,19.9,1.0,96.6,21.8,997.7,0.0,0.0,9.6,0.0,0
21.5,1.8,1.9,68.9,16.9,1000.8,25.17,0.0,6.1,4.9,0
21.2,0.0,3.5,66.9,16.9,994.7,0.0,0.0,2.8,0.0,0
20.7,0.0,1.5,81.1,19.3,988.7,0.0,0.0,2.9,0.0,0
22.3,0.0,1.2,68.5,17.8,1009.3,0.0,0.0,4.0,0.0,0
23.6,2.0,1.6,73.3,20.5,1002.3,0.0,0.0,8.8,0.0,0
22.1,18.1,0.7,90.5,23.8,999.5,0.0,0.0,8.0,0.0,0
21.9,0.0,2.0,82.0,21.1,1009.0,25.54,0.0,5.3,4.5,0
19.3,0.0,4.0,99.5,22.1,1001.1,20.97,0.0,6.1,2.7,0
22.0,0.0,1.4,88.0,23.0,1003.3,0.0,0.0,7.1,0.0,0
20.9,19.0,2.5,91.4,22.4,993.6,5.01,0.0,7.8,1.4,0
20.2,13.0,3.6,89.6,21.1,1004.1,10.31,0.0,7.5,1.9,0
19.7,0.0,0.9,81.6,18.6,996.9,0.0,0.0,10.0,0.0,0
20.2,2.9,1.2,96.6,22.7,999.0,0.0,0.0,9.3,0.0,0
21.8,0.0,0.8,77.6,19.5,992.4,0.0,0.0,3.3,0.0,0
24.9,0.6,1.9,60.5,18.0,994.9,26.76,0.0,3.0,5.5,0
22.1,0.0,2.0,72.9,18.9,995.1,0.0,0.0,5.4,0.0,0
20.7,3.5,3.4,67.3,16.3,1003.7,19.29,0.0,7.4,3.9,0
18.7,1.8,1.7,80.6,17.2,996.1,11.14,0.0,7.1,2.1,0
19.0,0.0,1.6,84.0,18.2,1007.5,0.0,0.0,4.5,0.0,0
23.9,0.0,1.1,69.0,19.5,1009.8,0.0,0.0,5.6,0.0,0
20.8,3.8,0.7,92.5,22.7,997.7,0.0,0.0,8.9,0.0,0
23.7,0.0,0.8,74.8,21.6,996.8,0.0,0.0,5.5,0.0,0
23.7,9.5,1.8,81.5,23.4,999.0,21.83,0.0,5.8,4.3,0
23.8,0.1,0.9,77.3,22.3,1002.7,20.41,0.0,7.5,3.4,0
23.6,0.0,2.2,74.5,21.5,1002.8,0.0,0.0,6.1,0.0,0
24.7,0.0,2.8,96.8,30.0,997.8,24.54,0.0,5.1,3.6,0
21.0,63.5,2.1,90.5,22.3,988.0,0.0,0.0,8.8,0.0,0
21.2,27.7,1.2,86.4,21.5,968.1,0.0,0.0,8.6,0.0,0
23.0,0.3,0.9,82.4,22.9,996.7,0.0,0.0,9.5,0.0,0
23.1,119.5,0.9,99.0,27.9,999.8,3.27,0.0,10.0,0.7,0
24.3,6.5,0.7,82.4,24.6,972.9,0.0,0.0,9.9,0.0,0
25.4,85.4,1.3,82.4,26.2,992.2,0.0,0.0,8.6,0.0,0
25.5,0.1,2.1,94.8,30.8,1001.3,0.0,0.0,7.8,0.0,0
25.2,0.3,2.6,90.0,28.5,1004.9,16.58,0.0,5.9,2.7,0
25.3,0.4,1.1,87.6,28.0,1001.3,12.23,0.0,0.0,2.3,0
27.1,0.0,1.3,84.9,30.0,991.1,0.0,0.0,7.1,0.0,0
28.7,0.0,1.1,64.8,24.7,1004.7,21.41,0.0,5.6,4.5,0
27.5,0.0,1.9,78.1,28.3,997.9,0.0,0.0,8.0,0.0,0
27.8,0.0,1.7,85.3,31.4,1014.0,24.49,0.0,6.3,4.6,0
25.2,0.0,1.6,89.5,28.5,1011.1,0.0,0.0,5.4,0.0,0
24.8,0.0,2.2,76.6,23.8,984.5,19.1,0.0,6.5,3.7,0
25.9,0.0,1.7,80.4,26.2,1008.3,16.89,0.0,5.6,3.2,0
27.7,0.0,1.7,64.9,23.9,1005.2,16.23,0.0,6.5,3.7,0
27.5,0.0,1.1,84.0,30.4,1011.2,0.0,0.0,7.8,0.0,0
28.5,0.0,2.1,60.6,23.1,1000.7,0.0,0.0,4.1,0.0,0
26.9,0.0,0.8,80.1,27.7,1006.2,21.03,0.0,7.6,3.9,0
24.8,0.0,1.0,77.9,23.6,961.6,0.0,0.0,7.4,0.0,0
25.8,0.0,1.6,84.9,27.7,1001.5,0.0,0.0,1.7,0.0,0
27.5,0.0,0.6,72.5,25.6,975.3,0.0,0.0,5.8,0.0,0
28.0,0.0,0.8,75.0,27.5,981.8,0.0,0.0,6.5,0.0,0
25.4,34.7,1.4,98.6,31.9,998.0,0.0,0.0,9.4,0.0,0
28.0,24.0,0.8,84.8,31.6,994.0,18.14,0.0,8.3,3.4,0
28.2,0.0,1.5,78.3,29.6,1003.1,20.31,0.0,7.3,4.1,0
31.2,0.0,1.8,64.0,28.7,1004.7,22.57,0.0,5.0,5.1,0
29.1,0.0,1.2,73.3,28.9,996.9,0.0,0.0,0.6,0.0,0
29.1,0.0,0.8,72.0,27.7,999.6,26.55,0.0,2.8,5.3,0
28.1,1.3,1.4,70.8,25.6,985.7,26.62,0.0,6.3,5.4,0
26.2,0.7,0.8,81.9,27.6,995.6,0.0,0.0,8.5,0.0,0
26.5,0.0,1.7,83.1,28.4,1001.9,17.82,0.0,5.3,3.4,0
25.0,0.0,1.4,79.3,24.5,1006.6,0.0,0.0,7.9,0.0,0
23.7,10.1,2.2,87.3,25.4,1003.0,0.0,0.0,9.6,0.0,0
22.3,0.0,1.2,87.1,23.3,1004.2,0.0,0.0,8.4,0.0,0
25.6,0.0,1.2,69.4,22.5,1008.5,21.88,0.0,8.3,3.8,0
25.4,0.0,2.6,73.1,23.2,1002.6,24.22,0.0,3.6,4.8,0
24.9,0.0,1.3,82.3,25.8,1005.7,0.0,0.0,5.3,0.0,0
25.5,0.0,1.7,67.5,21.5,999.0,0.0,0.0,5.1,0.0,0
21.9,20.7,1.6,89.5,23.4,981.3,0.0,0.0,8.0,0.0,0
26.2,0.0,1.6,80.5,27.1,1004.6,0.0,0.0,8.1,0.0,0
21.7,3.3,0.6,92.8,24.0,1001.1,3.7,0.0,0.0,0.8,0
25.3,70.6,2.8,87.5,28.1,994.3,7.39,0.0,9.1,1.8,0
24.6,27.0,0.3,97.5,30.0,997.6,4.3,0.0,8.3,1.0,0
23.4,0.0,1.5,85.1,24.2,989.1,0.0,0.0,9.0,0.0,0
20.0,25.1,1.1,91.4,21.4,984.8,3.99,0.0,8.5,1.1,0
21.6,0.0,0.7,86.3,22.0,1001.5,0.0,0.0,8.9,0.0,0
26.4,5.8,1.6,90.3,30.9,1012.2,12.92,0.0,5.8,2.6,0
25.2,24.5,0.7,89.9,28.5,995.3,0.0,0.0,7.5,0.0,0
26.3,0.0,0.8,82.9,27.9,1004.6,19.11,0.0,6.9,3.3,0
20.6,1.6,0.9,89.9,21.7,997.2,0.0,0.0,6.8,0.0,0
24.5,12.8,1.1,91.1,27.7,1003.0,0.0,0.0,8.1,0.0,0
21.6,0.0,1.2,70.6,17.6,983.0,0.0,0.0,5.6,0.0,0
19.0,0.0,1.1,75.9,16.2,985.9,0.0,0.0,6.1,0.0,0
19.7,5.3,0.7,88.4,20.1,991.9,0.0,0.0,8.8,0.0,0
20.1,0.6,1.8,83.8,19.4,994.8,9.45,0.0,9.1,1.7,0
22.2,9.5,1.1,87.6,23.4,1004.9,0.0,0.0,8.8,0.0,0
21.2,0.2,2.0,89.0,22.3,1005.3,0.0,0.0,5.6,0.0,0
24.1,0.0,1.6,74.1,21.9,1010.0,21.07,0.0,4.6,3.8,0
23.1,11.5,0.9,95.6,26.9,1007.7,0.0,0.0,9.4,0.0,0
